Publisher,Author,Grade Level,Lesson No.,Section Title,Subsection,Label,Conversation ID,Speech type,Turn No.,Speaker,Script,Word Count,Position_A,Function_A,Position_B,Function_B,Consistency,Agreement
NE,Oh,Common English 1,3,Wrap Up,Listen and Post,G1,SO_C1_L3_WU_LP_01,Dialogue,4,W," Yes, it is. Everything on Earth is connected. So when polar ice melts, cities with low sea levels like Venice can get flooded. ",,,,,,,
NE,Oh,Common English 1,3,Wrap Up,Listen and Post,G1,SO_C1_L3_WU_LP_01,Dialogue,5,M, I’m worried that other cities that are near the coast might also have floods. ,,,,,,,
NE,Oh,Common English 1,3,Wrap Up,Listen and Post,G1,SO_C1_L3_WU_LP_01,Dialogue,6,W, So am I. This is a global problem that affects everyone. So we all need to deal with it together.,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen In,G1,SO_C1_L4_LS_LI_01,Dialogue,1,B, I’ve started my own video channel. ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen In,G1,SO_C1_L4_LS_LI_01,Dialogue,2,G, What’s it about? ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen In,G1,SO_C1_L4_LS_LI_01,Dialogue,3,B, It’s focused on teaching how to play the guitar to beginners. You know I really love music! ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen In,G1,SO_C1_L4_LS_LI_01,Dialogue,4,G, That’s great! My sister wants to learn how to play an instrument. I’ll definitely recommend your channel to her. ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen In,G1,SO_C1_L4_LS_LI_01,Dialogue,5,B, Thanks! I hope it helps her learn. ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen In,G1,SO_C1_L4_LS_LI_01,Dialogue,6,G, It’s so nice that you are willing to make helpful videos. ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen In,G1,SO_C1_L4_LS_LI_01,Dialogue,7,B, Many people are doing it these days. This means we can learn new things more easily than ever before. ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen In,G1,SO_C1_L4_LS_LI_01,Dialogue,8,G, You’re right.,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen and Interact,G1,SO_C1_L4_LS_LA_01,Dialogue,1,M, Look at this picture. I prepared dinner for my family last weekend. ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen and Interact,G1,SO_C1_L4_LS_LA_01,Dialogue,2,W," Wow, that looks great! Did you make everything? ",,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen and Interact,G1,SO_C1_L4_LS_LA_01,Dialogue,3,M," No. Actually, I used a meal kit. Meal kits make cooking meals easier, and they save a lot of time.",,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen and Interact,G1,SO_C1_L4_LS_LA_01,Dialogue,4,W, Now I understand why they are so popular these days. ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen and Interact,G1,SO_C1_L4_LS_LA_01,Dialogue,5,M, Why don’t you try cooking with one? There is a wide variety of options to choose from. ,,,,,,,
NE,Oh,Common English 1,4,Listen & Speak,Listen and Interact,G1,SO_C1_L4_LS_LA_01,Dialogue,6,W," Well, they are definitely convenient. But I worry about the excessive use of plastic packaging. ",,UI,T1,UI,T1,match,
NE,Oh,Common English 1,4,Listen & Speak,Listen and Interact,G1,SO_C1_L4_LS_LA_01,Dialogue,7,M," Yes, that is a problem. It would be great if there were more eco-friendly packaging options for them.",,,,,,,
NE,Oh,Common English 1,4,In Real Life,Listen to the Discussion,G1,SO_C1_L4_RL_LD_01,Dialogue,1,E," Social media has changed the way we consume news. Today, younger generations are much more likely to get their news from social media than from traditional sources like TV and newspapers. Which do you prefer? ",,,,,,,
NE,Oh,Common English 1,4,In Real Life,Listen to the Discussion,G1,SO_C1_L4_RL_LD_01,Dialogue,2,S, I prefer social media. It has completely transformed the way we get information. It has become so much quicker and easier to access and share news. ,,,,,,,
NE,Oh,Common English 1,4,In Real Life,Listen to the Discussion,G1,SO_C1_L4_RL_LD_01,Dialogue,3,L," Absolutely. However, there is a negative side to this. People don’t always check whether information is accurate. As a result, false or misleading information can also spread very quickly online. ",,,,,,,
NE,Oh,Common English 1,4,In Real Life,Listen to the Discussion,G1,SO_C1_L4_RL_LD_01,Dialogue,4,A, That’s so true. That’s why I prefer more traditional sources of news. We should never share news on social media without checking it first.,,,,,,,
NE,Oh,Common English 1,4,Wrap Up,Listen and Write,G1,SO_C1_L4_WU_LW_01,Dialogue,1,M," Hey, cool watch! ",,,,,,,
NE,Oh,Common English 1,4,Wrap Up,Listen and Write,G1,SO_C1_L4_WU_LW_01,Dialogue,2,W, Thanks. I got it last week. ,,,,,,,
NE,Oh,Common English 1,4,Wrap Up,Listen and Write,G1,SO_C1_L4_WU_LW_01,Dialogue,3,M," I’m thinking of buying a new watch, too. Are you satisfied with your purchase? ",,,,,,,
NE,Oh,Common English 1,4,Wrap Up,Listen and Write,G1,SO_C1_L4_WU_LW_01,Dialogue,4,W," Yeah! This one keeps track of my heart rate, so it is very useful when I exercise. ",,,,,,,
NE,Oh,Common English 1,4,Wrap Up,Listen and Write,G1,SO_C1_L4_WU_LW_01,Dialogue,5,M, Wow! That’s amazing! ,,,,,,,
NE,Oh,Common English 1,4,Wrap Up,Listen and Write,G1,SO_C1_L4_WU_LW_01,Dialogue,6,W," It has other cool functions, too. For example, I can use it to pay for things. This means that I don’t need to carry my wallet with me anymore. ",,,,,,,
NE,Oh,Common English 1,4,Wrap Up,Listen and Write,G1,SO_C1_L4_WU_LW_01,Dialogue,7,M, That’s great! We can do so much more than telling time with watches nowadays.,,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen In,G2,SO_C2_L1_LS_LI_01,Dialogue,1,B," Hi, Hailey! I enjoyed your presentation about your dream job today. What inspired you to choose it?",,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen In,G2,SO_C2_L1_LS_LI_01,Dialogue,2,G," Actually, my dream came from the experiences I’ve had with my dad.",,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen In,G2,SO_C2_L1_LS_LI_01,Dialogue,3,B, Really? How so?,,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen In,G2,SO_C2_L1_LS_LI_01,Dialogue,4,G, My dad is a tour guide. He often takes me with him on tours because he thinks that new experiences are important.,,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen In,G2,SO_C2_L1_LS_LI_01,Dialogue,5,B," Wow, that must be exciting! Is that how you became interested in foreign food?",,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen In,G2,SO_C2_L1_LS_LI_01,Dialogue,6,G, Yes. I’ve had many opportunities to try various foreign foods. These opportunities gave me many ideas for recipes. I’m glad to have him in my life!,,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen and Interact,G2,SO_C2_L1_LS_LA_01,Dialogue,1,G," Hey, Dan! I heard you joined the photography club.",,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen and Interact,G2,SO_C2_L1_LS_LA_01,Dialogue,2,B," Yes, I did. I’ve always enjoyed taking pictures, and now I’ve found people who share my interest.",,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen and Interact,G2,SO_C2_L1_LS_LA_01,Dialogue,3,G," So, are you enjoying the club activities?",,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen and Interact,G2,SO_C2_L1_LS_LA_01,Dialogue,4,B, I really am! The new people I met in the club have taught me a lot of interesting things about photography.,,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen and Interact,G2,SO_C2_L1_LS_LA_01,Dialogue,5,G, Do you think joining the club has been good for you?,,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen and Interact,G2,SO_C2_L1_LS_LA_01,Dialogue,6,B, Definitely! I’m becoming a more confident photographer. The encouragement I’ve received from the other club members has been so helpful.,,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen and Interact,G2,SO_C2_L1_LS_LA_01,Dialogue,7,G," Maybe I should join a club, too.",,,,,,,
NE,Oh,Common English 2,1,Listen & Speak,Listen and Interact,G2,SO_C2_L1_LS_LA_01,Dialogue,8,B, I think you should! You will learn new things and make new friends who share your interests.,,,,,,,
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,1,B," What are you doing, Mandy?",,,,,,,
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,2,G, I just posted a video of myself unboxing my new smartphone on social media. I’m glad to have online friends to share my daily life with.,,,,,,,
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,3,B," Yeah, social media is great for interacting and connecting with others. Can I see your video?",,,,,,,
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,4,G, Sure! Here you go.,,,,,,,
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,5,B," Wait, your home address is on the box!",,,,,,,
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,6,G, I didn’t notice that! I should delete the video right away.,,,,,,,
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,7,B," Yeah, you should be careful not to share personal details like your address or phone number on the Internet.",,,,,,,
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,8,G, You’re right. Thanks!,,,,,,,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,1,B," You seem frustrated, Sally. What’s wrong?",,,,,,,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,2,G," I haven’t finished my book report yet, and it’s due today.",,,,,,,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,3,B," Didn’t that happen last week, too?",,,,,,,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,4,G," Yeah, it did.",,,,,,,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,5,B, What do you think might be causing such problems?,,,,,,,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,6,G," I struggle to manage my time. I have club meetings to attend and schoolwork to do, but I want some time with my friends, too!",,UI,T1,UI,T1,match,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,7,B," I understand, but you should focus on important tasks first. How about using a scheduling app?",,UI,I1,UI,I1,match,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,8,G, That’s a good idea!,,,,,,,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,9,B, Breaking tasks down into smaller steps also helps.,,,,,,,
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,10,G, Thanks for the suggestions!,,,,,,,
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,1,M," Up next, we have Carly joining us from Virginia. Good morning, Carly!",,,,,,,
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,2,W," Hi, Brian! Today, I want to tell you about a program that combines art and safety.",,,,,,,
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,3,M, Interesting. Tell us more!,,,,,,,
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,4,W," Well, studies have shown that drivers don’t always slow down at crosswalks. This can be dangerous for people crossing the street, and that’s why a special program was created. This program encourages cities to paint colorful murals around crosswalks on busy streets. As a result, crosswalks look nicer and become more visible.",,,,,,,
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,5,M, What a terrific idea! Has it been effective?,,,,,,,
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,6,W, Yes! The number of accidents at crosswalks has been reduced greatly.,,,,,,,
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,7,M," That’s a wonderful story. Thanks, Carly.",,,,,,,
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,1,B," Hey, don’t you think this bench looks interesting?",,,,,,,
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,2,G, It does! Why is it designed that way?,,,,,,,
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,3,B, It’s a solution to the issue of benches getting wet after it rains.,,,,,,,
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,4,G, How does it work?,,,,,,,
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,5,B," You turn the handle to change the wet surface of the bench into a dry one. That way, you can still sit down on it after it rains.",,,,,,,
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,6,G," What a terrific idea! Hey, it’s also convenient because it doesn’t have to be cleaned very often.",,,,,,,
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,7,B, That’s true!,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,1,B," Hey, Carol! Did you watch the documentary on TV last night?",,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,2,G," No, I didn’t. Can you tell me what it was about?",,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,3,B, It was about a hanbok maker. She has been designing traditional hanbok for over 30 years!,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,4,G, Interesting! Why does she focus on traditional styles of hanbok instead of modern styles?,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,5,B, She thinks people need to learn from the past in order to move forward into the future.,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,6,G, That’s so true!,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,7,B, Her designs were really impressive. The skills of traditional artists are truly invaluable.,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,1,G," Jay, are you coming to the fair next weekend?",,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,2,B, Oh! I didn’t know there was one.,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,3,G, The community center is hosting a fair to celebrate the traditions of different cultures. People will wear traditional costumes and exhibit traditional crafts.,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,4,B, That sounds like fun!,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,5,G, Yeah. There will also be booths where you can make your own traditional crafts.,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,6,B, Wow! I’m definitely interested! Are you going to participate in the fair?,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,7,G, Yes. I’m going to run a booth with my other Thai friends. Do you want to help us with it?,,,,,,,
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,8,B, Sure!,,,,,,,
NE,Oh,Common English 2,3,In Real Life,Listen to the Travel Show,G2,SO_C2_L3_RL_LT_01,Dialogue,1,M," Singapore is known for its cultural diversity. A good example of this is its hawker centers. They can be found all over the city. At hawker centers, people from different ethnic backgrounds gather to enjoy delicious meals. Just like the people, the food reflects the wide range of diversity within Singapore. Food traditions from China, Malaysia, India, and other countries are passed down.",,,,,,,
NE,Oh,Common English 2,3,In Real Life,Listen to the Travel Show,G2,SO_C2_L3_RL_LT_01,Dialogue,2,W," Actually, our hawker culture is an essential part of Singapore’s cultural heritage. Through our dishes, we share our history and the unique flavors of our culture.",,,,,,,
NE,Oh,Common English 2,3,In Real Life,Listen to the Travel Show,G2,SO_C2_L3_RL_LT_01,Dialogue,3,M," With over 110 hawker centers spread across Singapore, you won’t have any trouble finding one. And the best part? The food prices are affordable!",,,,,,,
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,1,B," Hi, Suji! Do you have plans this weekend?",,,,,,,
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,2,G, I do. I’m going to visit the National Museum of Korea.,,,,,,,
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,3,B," Oh, are there any special exhibitions?",,,,,,,
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,4,G," Yes, there is an exhibition of national treasures. They were taken abroad but have now been returned to Korea.",,UM,T2,UM,T1,mismatch,T2
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,5,B, That’s interesting! Can you tell me more about it?,,,,,,,
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,6,G, Sure. The exhibition explains the process of bringing lost treasures back to Korea and preserving them. It is a good opportunity to learn about our history.,,,,,,,
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,7,B, I agree! I should look up more information online about the exhibition.,,,,,,,
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,1,G, Hey! Did you finish writing your research paper?,,,,,,,
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,2,B, I did! I wrote about the “curb cut effect.”,,,,,,,
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,3,G, What’s a curb cut?,,,,,,,
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,4,B, It’s the part of the sidewalk that slopes down to the street.,,,,,,,
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,5,G, The part that connects the sidewalk to the road?,,,,,,,
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,6,B," Yes. It was originally designed for wheelchair users, but it benefits others, too.",,UI,T1,UI,T1,match,
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,7,G, I’m surprised that it wasn’t originally designed for everyone. I find curb cuts very helpful when I ride my bike.,,,,,,,
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,8,B, Right! Such changes made to help people with disabilities often benefit everyone. People call this the “curb cut effect”!,,,,,,,
NE,Oh,Common English 2,4,In Real Life,Listen to the Interview,G2,SO_C2_L4_RL_LI_01,Dialogue,1,W,"Today, we’re talking with Daniel Smith, a volunteer for the Big Buddy program. Welcome, Daniel! Could you explain the program to us?",,,,,,,
NE,Oh,Common English 2,4,In Real Life,Listen to the Interview,G2,SO_C2_L4_RL_LI_01,Dialogue,2,M,"Sure! It helps teenagers find adult mentors. Its purpose is to encourage supportive relationships between mentors and teenagers. Also, through the program, teenagers can develop their skills. I’m currently mentoring a boy named Jason. He wants help with his social skills, so we decided to join a rock-climbing gym together. While we’re there, I help Jason interact with the other climbers, and his conversation skills are already improving. If this sounds interesting to you, then I highly recommend volunteering with the Big Buddy program.",,,,,,,
NE,Oh,Common English 2,4,In Real Life,Listen to the Interview,G2,SO_C2_L4_RL_LI_01,Dialogue,3,W,"I’m definitely interested. Not only does it benefit the teenagers, but it also creates harmony within the community.",,,,,,conjunction,
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,1,G," Hey, Mario. I heard you volunteered at the community center yesterday.",,,,,,,
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,2,B," Yes, I served meals to the elderly people there.",,,,,,,
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,3,G, How was it?,,,,,,,
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,4,B," At first, I thought the elderly wouldn’t be interested in communicating with younger people like me, but I was wrong.",,UI,T1,UI,T1,match,
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,5,G, Could you explain what you mean?,,,,,,,
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,6,B," Well, they were actually really curious about my interests, and I also had fun listening to their stories. I learned that I shouldn’t assume things about others.",,,,,,,
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,7,G, Right. Being open to others is important for making society more inclusive.,,,,,,,
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L1_PC_1L_01,Dialogue,1,G,I have to give a speech for the class president elections tomorrow.,,,,,,,
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L1_PC_1L_01,Dialogue,2,B,I know you practiced a lot. You are going to do great.,,,,,,,
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,3,G,But I get nervous talking in front of many people.,,TI,I1,TI,I1,match,
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,4,B,I understand. Try taking a deep breath before you speak.,,,,,,,
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,5,G,"I tried that before, but it wasn’t really helpful.",,UI,T1,UI,T1,match,
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,6,B,Then w hat a bout making cue cards with keywords? It will help you remember what to say.,,,,,,,
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,7,G,That’s really good advice! Thanks. I feel much better already.,,,,,,,
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,8,B,My pleasure. I’m glad to help out.,,,,,,,
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,1,B,"Ms. Jones, can I talk to you for a minute?",,,,,,,
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,2,W,"Sure, Eric. How can I help you?",,,,,,,
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,3,B,"It’s been a month since I moved here, but I’m not adjusting well to my new school.",,UI,T1,UI,T1,match,
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,4,W,I’m sorry to hear that. What seems to be the problem?,,,,,,,
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,5,B,I’m having trouble making friends.,,,,,,,
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,6,W,Why don’t you join a club? I’m sure that you’ll find friends who have similar interests.,,,,,,,
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,7,B,"I’ll try that. Thank you for your advice, Ms. Jones.",,,,,,,
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,8,W,No problem. I’m glad to help out.,,,,,,,
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L2_PC_1L_01,Dialogue,1,M,"Thanks for coming in for an interview, Stacy. I am a big fan of yours.",,,,,,,
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L2_PC_1L_01,Dialogue,2,W,I’m happy to be here. I love reading your magazine as well.,,,,,,,
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,3,M,"Thank you. As a creator, you seem to have so many ideas for your videos.",,,,,,,
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,4,W,"Well, I do my best. I’m always interested in trying out things that are new and different.",,,,,,,
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,5,M,I wonder where your creativity comes from. ,,,,,,,
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,6,W,"I would say it comes from reading books! Reading is like an adventure, and it helps me come up with creative ideas.",,,,,,,
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,7,M,Fascinating! I wonder what your next video will be about.,,,,,,,
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,1,B,I wonder why classical music is so popular.,,,,,,,
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,2,G,"Well, listening to classical music can be relaxing and calming. Don’t you agree?",,,,,,,
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,3,B,"I guess so, but isn’t it music for older people?",,UI,I1,UI,I1,match,
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,4,G,"Actually, it appeals to people of all ages. Classical music has fantastic melodies and harmonies.",,,,,,,
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,5,B,"Hmm, I’ve never thought of it that way. Maybe I’ll give it a try.",,,,,,,
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,6,G,You should! I’m sure you will enjoy it.,,,,,,,
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L3_PC_1L_01,Dialogue,1,B,"Lily, let’s go to the gym. P.E. class is about to start.",,,,,,,
